Content,Label
"<!doctype html public ""-//w3c//dtd html 4.0 transitional//en"">",ham
">From the ethnobotanical herbalists who brought the herba supplementals; Kathmandu Temple Kiff 1 & 2 Personal-Choice, pipe-smoking products/substances to the common market!!!",spam
<HTML><CENTER><table><tr><td bgcolor=99cc99><table width=490 cellpadding=3 cellspacing=3 border=0><tr><td align=center><font face=arial color=000000 size=5><i>,spam
"<HTML><FONT  COLOR=3D""#0000ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR: =",spam
<html>,ham
This is a multi-part message in MIME format.,ham
_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/,ham
-=-=-=-=-=-=-=-=-=-=-Remove Instructions=-=-=-=-=-=-=-=-=,ham
This is a multi-part message in MIME format,ham
This is a multi-part message in MIME format,ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
<!-- saved from url=(0022)http://internet.e-mail -->,ham
"<body bgcolor=""#FFFFFF"" leftmargin=""0"" topmargin=""0"">",spam
=============================================,ham
,ham
Details,ham
,ham
,ham
Erase,ham
<html>,ham
<html><body><IMG SRC='http://master2.free4all.com/cgi-bin/sp/t.pl?id=6:56446664&o=1&d=1' BORDER=0 WIDTH=0 HEIGHT=0/><center><img src=http://www.vitafactory.com/ad-friday/test.gif border=0></body></html>,ham
<html><body><IMG SRC='http://master2.free4all.com/cgi-bin/sp/t.pl?id=7:56446664&o=1&d=1' BORDER=0 WIDTH=0 HEIGHT=0/>,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0//EN"">",ham
,ham
</td>,ham
<HTML>,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",spam
<html>,ham
"How would you like a Top Rated Law Firm working for you, your family and your business for only pennies a day?",spam
WAKE UP!,spam
MERIDIA ® is an FDA-approved oral prescription,ham
<HTML>,spam
This is a multi-part message in MIME format,ham
This is a multi-part message in MIME format,ham
"Updated May 9, 2002 ...",spam
This is a multi-part message in MIME format,ham
------=_NextPart_84815C5ABAF209EF376268C8,ham
"<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1=2E0 Transitional//EN""",spam
,ham
<HTML>,spam
<HTML><HEAD>,ham
"<HTML><FONT  COLOR=3D""#ff00ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR: =",ham
This is a multi-part message in MIME format.,ham
<html>,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
"The Ultimate Traditional & Internet Marketing Tool, Introducing the ""MasterDisc 2002"" version 4.00, now released its MASSIVE 11 disc set with over 145 Million database records (18-20 gigabytes of databases) for marketing to companies, people, via email, fax, phone and mailing addresses Worldwide!",ham
We offer some of the best bulk e-mail prices on the Internet. We do all the mailing for you.,spam
,ham
<html>,ham
"Protect yourself with an extended warranty for your car, minivan, truck or SUV. Rates can be as much as 60% cheaper than at the dealer!",spam
"Attention Homeowners,",ham
The World's #1 On-line Pharmacy,ham
,ham
,ham
,ham
http://213.139.76.181/remove.php,ham
<HTML>,ham
ATTN:,ham
,ham
<html>,ham
This is a multi-part message in MIME format.,ham
<html>,ham
,ham
"I'm making $3000 to $7000 a day, EACH AND EVERY DAY",spam
<html>,ham
<html>,ham
Unbelievable Prices On Cell Phones And Accessories:,ham
,ham
"Guaranteed to increase, lift and firm your",ham
Low-Cost Term-Life Insurance!,spam
<html>,ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
To remove see below.,ham
On the topic of,ham
,ham
Erase,ham
This is a multi-part message in MIME format.,ham
--##########,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
--##########,spam
*This message was transferred with a trial version of CommuniGate(tm) Pro*,ham
<HTML><HEAD><TITLE></TITLE></HEAD>,spam
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
<HTML>,ham
This is a multi-part message in MIME format,ham
<HTML><HEAD><TITLE>Untitled Document</TITLE>,ham
--=appc28ja3p6dz0bmkhsk6b117hp1hf,ham
,ham
<html>,ham
Some opportunities only come around every 30,spam
<!-- saved from url=(0022)http://internet.e-mail -->,ham
<=21DOCTYPE HTML PUBLIC =22-//W3C//DTD HTML 4.0 Transitional//EN=22>,spam
<html>,ham
"<META HTTP-EQUIV=3D""Content-Type"" CONTENT=3D""text/html;charset=3Diso-8859-1=",spam
<html>,ham
<html>,spam
This is a multi-part message in MIME format.,ham
<html>,spam
<html>,ham
,ham
<html>,spam
Creamfields,ham
.BIZ and .INFO Available Here,ham
Hello!,ham
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
<html>,ham
"On January 1st 2002, the European countries began",spam
,ham
This is a multi-part message in MIME format.,ham
Did you know 4 of the country's 10 richest people never graduated from college?,ham
--##########,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
--##########,spam
<html>,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
<html>,ham
"Date:May 16,2002.",ham
<html>,spam
SHOCKING PAPARRAZZI NUDE CELEBRITY PICS & VIDEOS!,ham
Send a blank email here to be removed from database:,ham
Hi-tech industry leader in an emerging 90 billion dollar,spam
<html>,spam
This is a multi-part message in MIME format.,ham
<HTML><HEAD>,spam
<html>,ham
"Dear Friend,",spam
"Note: This is not an unsolicited e-mail. By request,",ham
Hello I am your hot lil horny toy.,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,spam
Medial News -- Anti-Aging Breakthrough.,spam
Thema Ordi,spam
<html><title>$7.95 Power Hosting</title>,spam
FROM:MR JOE MARK,spam
<html>,ham
--##########,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
--##########,ham
<html>,ham
<html>,ham
<html><head><title>Joke-A-Day</title></head><body><IMG SRC='http://master2.free4all.com/cgi-bin/sp/final.pl?id=%6A%6D%40%6E%65%74%6E%6F%74%65%69%6E%63%2E%63%6F%6D&o=1&d=1' BORDER=0 WIDTH=0 HEIGHT=0/><center><a href=http://www.vitafactory.com/><img src=http://www.vitafactory.com/images/joke_list.jpg border=0><hr><br> <table align=center bgColor=white border=0 cellPadding=0 cellSpacing=0 width=550><tbody><tr><td><table border=0 cellPadding=0 cellSpacing=5 width=450><tbody> <tr><td><table border=0 cellPadding=0 cellSpacing=5><tbody><tr><td><table border=0 cellPadding=0 cellSpacing=0><tbody><tr><td bgColor=black vAlign=top>&nbsp;</td><td bgColor=#ffffcc width=5></td><td bgColor=#ffffcc><table border=0 cellPadding=5 cellSpacing=0 valign=top><tbody><tr><td bgColor=#ffffcc vAlign=top><p align=left><font size=5><b><span class=storehead><font color=red>Human Growth Hormone Precursor</font></span></b></font></p> <p align=left><font size=3><b><span class=storehead>Receive 2 $89.95 bott!,ham
8800JWXS6-165kYbB8203GssW1-200otHp6418l36,ham
<html>,spam
"On January 1st 2002, the European countries began",spam
,ham
Do you agree?,ham
<HTML>,ham
,ham
<html>,ham
Hello,ham
"Below is the result of your feedback form.  It was submitted by Pharmacy Online (ookrmkdg@yahoo.com) on Sunday, May 19, 19102 at 12:53:32",ham
This is a multi-part message in MIME format.,ham
HAVE A SECURE SWISS SECRET INTERNET ACCOUNT WITH ATM CARD,ham
<html>,ham
------=_NextPart_000_00B7_88D77D7B.C7065A48,ham
<HTML><HEAD><TITLE>A Money Making Home Business for You!</TITLE>,ham
--##########,spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
--##########,spam
------=_NextPart_000_00C8_20D83C2D.E4417B07,ham
<html>,spam
FIND OUT WHO THEY ARE CHATTING/E-MAILING WITH ALL THOSE HOURS!,ham
,ham
,ham
Lower your mortgage rate and/or payment! FREE Quote!,spam
Commentary,ham
,ham
Erase,ham
"<HTML><FONT  COLOR=3D""#ff00ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR: =",ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
<html>,spam
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
1075RxOo9-26l11,ham
Low-Cost Term-Life Insurance!,spam
<HTML>,ham
"<HTML><p><head><p><META HTTP-EQUIV=Refresh CONTENT=""02; URL=http://www.damiansangels.com/accounts/hosting/anna""><p><p><p><p><p><p><p><p><p>",ham
"<HTML><FONT  COLOR=3D""#0000ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR: =",ham
<html>,ham
"Protect yourself with an extended warranty for your car, minivan, truck or SUV. Buy DIRECT and SAVE money!",spam
Low-Cost Term-Life Insurance!,spam
<HTML><HEAD>,ham
This is a multi-part message in MIME format.,spam
<HTML><CENTER><table><tr><td bgcolor=99cc99><table width=490 cellpadding=3 cellspacing=3 border=0><tr><td align=center><font face=arial color=000000 size=5><i>,spam
--------------6778712SOS1,ham
"No waiting rooms, drug stores,",ham
"THIS E-MAIL AD IS BEING SENT IN FULL COMPLIANCE WITH U.S. SENATE BILL 1618, TITLE #3, SECTION 301",spam
,ham
FROM=SEKO MOSHOOD MOBUTU,ham
Dear Sir/Madam,ham
NEVER SEND SPAM. IT IS BAD.,ham
FROM=SEKO MOSHOOD MOBUTU,ham
Return-Path: <CashByNet@webmillion.com>,spam
FUTURE TECH INTERNATIONAL,spam
"<HTML><P ALIGN=3DCENTER><FONT  COLOR=3D""#ff0000"" SIZE=3D3 PTSIZE=3D12 FAMIL=",spam
Below is the result of your feedback form.  It was submitted by,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
25155843&&25155843-25155843,ham
<html>,spam
"Dear Justin,",ham
<HTML>,spam
This is a multi-part message in MIME format.,ham
"<HTML><P ALIGN=CENTER><FONT  SIZE=5 PTSIZE=18 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0""><B>Mortgage Rates Are About To Rise</FONT><FONT  COLOR=""#000000"" BACK=""#ffffff"" style=""BACKGROUND-COLOR: #ffffff"" SIZE=2 PTSIZE=10 FAMILY=""SANSSERIF"" FACE=""Arial"" LANG=""0""></B><BR>",ham
HAVE A SECURE SWISS SECRET INTERNET ACCOUNT WITH ATM CARD,ham
I just got a webcam and computer for my birthday and I just finished,ham
<html>,ham
This is a multi-part message in MIME format.,ham
IMPORTANT INFORMATION:,ham
"THIS E-MAIL AD IS BEING SENT IN FULL COMPLIANCE WITH U.S. SENATE BILL 1618, TITLE #3, SECTION 301",spam
<html>,spam
FIND OUT WHO THEY ARE CHATTING/E-MAILING WITH ALL THOSE HOURS!,ham
,ham
,ham
<html>,spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
"This is an HTML email message.  If you see this, your mail client does not support HTML messages.",spam
This is a multi-part message in MIME format.,ham
------=_NextPart_000_00A6_48E31A8D.D6335E14,ham
<html>,spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
<HTML><HEAD><TITLE>Insurance</TITLE><STYLE>td {font-family: arial}</STYLE><=,spam
"Hi There,",ham
------=_NextPart_000_00E4_86E61E0A.B5488E11,ham
Low-Cost Term-Life Insurance!,spam
"<HTML><P ALIGN=3DCENTER><FONT  COLOR=3D""#ff0000"" SIZE=3D3 PTSIZE=3D12 FAMIL=",spam
<html>,ham
<html>,ham
<HTML><HEAD><TITLE>New Web Technology</TITLE>,spam
This is a multi-part message in MIME format.,ham
<html>,ham
Do you have bad credit and want to have good credit?,ham
**************************************BULKER CD**********************,ham
------=_NextPart_000_00D1_42B32C7D.B8655D52,ham
------=_NextPart_000_00B0_58C75D0E.A4523D08,ham
<HTML><HEAD><TITLE></TITLE></HEAD><BODY leftmargin=3D=220=22 topmargin=3D=220=,spam
SHOCKING PAPARRAZZI NUDE CELEBRITY PICS & VIDEOS!,ham
Send a blank email here to be removed from database:,ham
<html>,spam
<HTML>,ham
------=_NextPart_000_00B5_88C04C4C.B3167C81,ham
This is a multi-part message in MIME format.,ham
Low-Cost Term-Life Insurance!,spam
<html><head></head><body bgcolor=3D#FFFFFF text=3D#000000 leftmargin=3D0 to=,ham
<html>,ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",spam
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat, without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed!",ham
<html>,spam
Low-Cost Term-Life Insurance!,spam
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
76AD,spam
<html>,spam
,ham
We are desperately looking for 100 lazy people,ham
"<HTML><HEAD><TITLE></TITLE></HEAD><BODY BGCOLOR=""WHITE"" TEXT=""BLACK"">",spam
<html>,ham
<html>,ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
"<HTML><BODY BGCOLOR=""#ffff00""></P><P ALIGN=CENTER><FONT  BACK=""#ffff00"" style=""BACKGROUND-COLOR: #ffff00"" SIZE=6 PTSIZE=22><B>Men's Health Update!<BR>",ham
IMPORTANT INFORMATION:,ham
------=_NextPart_000_00D0_60C23C5B.C2145E20,ham
This is a multi-part message in MIME format.,spam
"<html><head><meta name=""GENERATOR"" content=""Microsoft FrontPage 5.0""><meta name=""ProgId"" content=""FrontPage.Editor.Document"">",spam
<html>,ham
==========================================================================================,spam
<!,spam
">From the ethnobotanical herbalists who brought the herba supplementals; Kathmandu Temple Kiff 1 & 2 Personal-Choice, pipe-smoking products/substances to the common market!!!",spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 3.2//EN"">",ham
How would you like a 100% tax free Investment in Oil and Gas wells?,ham
<html>,spam
<html>,spam
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
<HTML><HEAD>,spam
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
<html>,spam
This is a multi-part message in MIME format.,ham
=20,ham
"Protect yourself with an extended warranty for your car, minivan, truck or SUV. Buy DIRECT and SAVE money!",spam
<HTML>,ham
,ham
------=_NextPart_000_0066_62CFF34B.9C652FBA,ham
<html>,spam
<html><head></head><body bgcolor=3D#FFFFFF text=3D#000000 leftmargin=3D0 to=,ham
<html>,spam
SPECIAL SITUATION ALERTS HOT PICK OF THE YEAR,spam
------=_NextPart_000_00C3_53C41C0D.A0367D12,ham
<<< SPECIAL REVISED PRICE AS OF 5/24/2002 - HURRY QUANITIES WILL BE LIMITED >>>,ham
Greetings,spam
"<HTML><HEAD><TITLE></TITLE></HEAD><BODY BGCOLOR=""WHITE"" TEXT=""BLACK"">",spam
<HTML>,spam
"Learn How To Make $8,000 within 7-14 days!",ham
PUBLIC ANNOUNCEMENT:,ham
This is a multi-part message in MIME format.,spam
PROMOTE YOUR PRODUCT OR SERVICE TO MILLIONS TODAY!,ham
<html>,spam
,ham
As to,ham
,ham
,ham
,ham
"Dear Sirs,",ham
"Dear Sirs,",ham
<html>,ham
This is a multi-part message in MIME format.,spam
<html>,ham
<html>,spam
"<HTML><FONT  COLOR=3D""#0000ff"" BACK=3D""#ffffff"" =",ham
We offer a product that will let you develop a customer base for your business in no time. We have compiled information over the Internet on every US business. One single CD contains data on 12 million US companies - sorted by Yellow Pages Categories and SIC Codes.,ham
We offer a product that will let you develop a customer base for your business in no time. We have compiled information over the Internet on every US business. One single CD contains data on 12 million US companies - sorted by Yellow Pages Categories and SIC Codes.,ham
"Dear Candidate,",ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
This is a multi-part message in MIME format.,ham
I am sending you this message because we have communicated in the past about business opportunities. I hope you will enjoy this one as much as I do.,spam
<html>,ham
<html>,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
Certain chances only come around every few,spam
<html>,ham
<HTML>,ham
--1715101671.1022782885778.JavaMail.root.smtp4,ham
<html>,ham
BUY 2 ADULT DVDs AT REGULAR PRICE AND GET A THIRD XXX DVD FOR FREE!!,spam
"Hotels Etc. is giving away 10,000 of our $495 Travel Packages FREE, to help the USA in the promotion of the travel business. The first 10,000 customers who sign up will receive over $5000 worth of other free products.",spam
<html>,spam
"<html><body><table border=""3"" width=""83%"" height=""186"" cellspacing=""4"" cellpadding=""4"" bordercolor=""#000080"">",ham
Save thousands by refinancing now. Apply from the privacy of your home and receive a FREE no-obligation loan quote.,spam
<html>,spam
This is a multi-part message in MIME format.,ham
Below is the result of your feedback form.  It was submitted by,ham
-,ham
"Hello you two,",spam
<=21DOCTYPE HTML PUBLIC =22-//W3C//DTD HTML 4.0 Transitional//EN=22>,ham
<html>,ham
<=21DOCTYPE HTML PUBLIC =22-//W3C//DTD HTML 4.0 Transitional//EN=22>,ham
PEPPER SPRAY SELF DEFENSE SYSTEM...THIS SMALL INVESTMENT COULD,ham
<html>,spam
Fighting a Traffic Ticket?  Going through a Divorce?,ham
"Dear fellow eBay user,",spam
"Hi,",spam
------=_NextPart_000_00C3_00C72E6D.E0387B16,ham
"Dear Consumers, Increase your Business Sales!",spam
With regards to,ham
,ham
,ham
Erase,ham
<HTML><HEAD></HEAD><BODY text=3D#000000 bgColor=3D#ffffff><DIV align=3Dcent=,ham
FIND OUT WHO THEY ARE CHATTING/E-MAILING WITH ALL THOSE HOURS!,ham
,ham
,ham
This is a multi-part message in MIME format.,ham
Low-Cost Term-Life Insurance!,spam
<html>,ham
,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
,ham
=3CHTML=3E=3CHEAD=3E,ham
<!-- saved from url=(0022)http://internet.e-mail -->,ham
<html>,ham
<html>,ham
<html>,ham
<html>,spam
"How would you like a Top Rated Law Firm working for you, your family and your business for only pennies a day?",spam
FROM: DR. BEN KOKORI,ham
,ham
,ham
,ham
<html>,spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"">",spam
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
"<html><body bgColor=""#CCCCCC"" topmargin=1 onMouseOver=""window.status=''; return true"" oncontextmenu=""return false"" ondragstart=""return false"" onselectstart=""return false"">",ham
<HTML>,ham
"<html><body><table border=""3"" width=""83%"" height=""186"" cellspacing=""4"" cellpadding=""4"" bordercolor=""#000080"">",ham
"As seen on NBC, CBS, CNN, and even Oprah! The health",ham
PUBLIC ANNOUNCEMENT:,ham
Newest Universal Cable Descrambler Box:  ViewMaster 4000 +,ham
,ham
This is a multi-part message in MIME format.,ham
"Hi There,",ham
"Hi There,",ham
FIND OUT WHO THEY ARE CHATTING/E-MAILING WITH ALL THOSE HOURS!,ham
,ham
,ham
<html>,ham
--297430269.1023090993312.JavaMail.SYSTEM.emaserver,ham
<html>,ham
"<HTML><HEAD><TITLE></TITLE></HEAD><BODY BGCOLOR=""WHITE"" TEXT=""BLACK"">",spam
1) Let's say you... Sell a $24.95 PRODUCT or SERVICE.,spam
------=_NextPart_84815C5ABAF209EF376268C8,ham
------=_NextPart_84815C5ABAF209EF376268C8,ham
"You are receiving this email because you have expressed an interest in receiving information about online business opportunities. If this is erroneous then please accept my most sincere apology. If you wish to be removed from this list then simply reply to this message and put ""remove"" in the subject line - Thank you.",spam
<!-- saved from url=(0022)http://internet.e-mail -->,spam
<!-- saved from url=(0022)http://internet.e-mail -->,spam
<!-- saved from url=(0022)http://internet.e-mail -->,spam
<html>,ham
<html>,ham
<html>,ham
<html>,ham
This is a multi-part message in MIME format.,spam
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat, without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed!",ham
<html>,spam
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
<html>,ham
MDIyOVpnenYyLTU2OEhHSlQyNjI2aUtLVDYtOTgxZXVRQzg1NTRsMzYNCjxodG1sPg0KPGhl,ham
<HTML><HEAD><TITLE>New Web Technology</TITLE>,spam
"<HTML><FONT  COLOR=3D""#0000ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COLOR:=",ham
<html>,spam
Mortgage Lenders & Brokers Are Ready to,ham
<html><body>,ham
<html><body>,ham
Here are just SOME results. <br>,ham
<html>,ham
<html>,ham
To remove see below.,ham
This is a multi-part message in MIME format.,ham
"<HTML><BR><FONT  COLOR=3D""#ff00ff"" BACK=3D""#ffffff"" style=3D""BACKGROUND-COL=",ham
"Dear fellow eBay user,",spam
<html>,ham
<HTML><HEAD><TITLE>New Web Technology</TITLE>,spam
<html>,ham
------=_NextPart_000_00D2_37D32C7A.E3536A81,ham
<html>,spam
<html>,ham
<HTML><HEAD><TITLE>Take Control Of Your Conference Calls</TITLE>,ham
** 5 FREE eBooks JUST FOR SIGNING UP. Sent via email within,spam
*************************************************************,ham
This is a multi-part message in MIME format.,spam
DEAR SIR/MADAM,ham
,ham
"Dear,sir",spam
This is a multi-part message in MIME format.,spam
"If anyone has called you names because you're overweight,",ham
,ham
--===_SecAtt_000_1fuklemuttfusq,ham
--===_SecAtt_000_1fuklemuttfusq,ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"">",spam
,ham
<HTML><HEAD><TITLE>Free Card Search</TITLE>,ham
<HTML><HEAD></HEAD><BODY><b><FONT SIZE=3D4>In a recent survey conducted by =,ham
===========================================================,ham
There is a Genuine Log Home in Your Future!,ham
<html>,ham
Intelligence,ham
,ham
,ham
Erase,ham
"If your home is served by a septic system, you will be",spam
<html>,spam
<p align=center>I will show you HOW you can <u>quickly</u> and <u>easily</u> improve YOUR credit to a <b>PERFECT</b> rating!<br><b>,spam
<HTML>,ham
Low-Cost Term-Life Insurance!,spam
**********************************banned cd***********************************************,ham
"How would you like a Top Rated Law Firm working for you, your family and your business for only pennies a day?",spam
"<html><center><p><b><font color=3D""red"" size=3D""4"">Up to $80 per hour &#150=",ham
"Hey there,",ham
This is a multi-part message in MIME format.,ham
"Protect yourself with an extended warranty for your car, minivan, truck or SUV. Buy DIRECT and SAVE money 40% to 60%!",spam
INTERNATIONAL DRIVER'S LICENSE,ham
<html>,ham
3D24,ham
"When Economy goes down, WE go UP !",spam
_/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/ _/,ham
-=-=-=-=-=-=-=-=-=-=-Remove Instructions=-=-=-=-=-=-=-=-=,ham
This message is in MIME format. Since your mail reader does not understand,ham
This message is in MIME format. Since your mail reader does not understand,ham
GET PAID    for it !,spam
xdhjmhoawofjkngdtfesh,ham
This is a multi-part message in MIME format.,ham
<html>,ham
Dear Friends & Future Millionaire:,ham
FOLLOW THE SIMPLE INSTRUCTION,spam
,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat, without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed!",ham
<html>,ham
"<html><head><title>""Your Fully Staffed office""</title><meta http-equiv=Content-Type content=""text/html; charset=iso-8859-1""></head><body bgcolor=#003399 text=#000000 link=#FFFFFF vlink=#FFFFFF alink=#FFFFFF>",spam
Unbelievable Prices On Cell Phones And Accessories:,ham
<HTML><HEAD><TITLE></TITLE></HEAD><BODY leftmargin=3D=220=22 topmargin=3D=220=,spam
<HTML><HEAD><TITLE></TITLE></HEAD><BODY leftmargin=3D=220=22 topmargin=3D=220=,spam
"Obtain a prosperous future, money earning power,",ham
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat,",ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
<html>,ham
<html>,ham
"HI ,",ham
PUBLIC ANNOUNCEMENT:,spam
Welcome to Viagra Express!,ham
<HTML>,ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
<html>,ham
Welcome to Viagra Express!,ham
<html>,ham
<HTML>,ham
"<HTML><FONT  COLOR=3D""#ff0000"" BACK=3D""#ffff00"" style=3D""BACKGROUND-COLOR: =",ham
This is a multi-part message in MIME format.,ham
FROM THE DESK OF: Dr tom eke.,spam
------=_NextPart_000_00C3_60B88E3C.B6533E22,ham
Greetings from PalmGear.com!,ham
"Regards,",ham
<html>,ham
<html>,ham
This is a multi-part message in MIME format.,ham
<html>,ham
------=_NextPart_000_00C5_18C07A8D.E1271B68,ham
*****************BANNEDCD::::::::::::::::::::::::::::::::::>NET******************,ham
""" <nsfsae@alltel.net>",ham
This is a multi-part message in MIME format.,ham
Come claim your 2 free signups.  We will give,spam
,ham
,ham
,ham
,ham
,ham
______________________________________________________,ham
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
<html>,ham
This is a multipart message in MIME format.,spam
<html>,spam
<!-- saved from url=(0022)http://internet.e-mail -->,ham
"I saw your email on a website I visited yesterday, and thought",spam
<html>,spam
<html>,ham
<html>,spam
<!-- saved from url=3D(0022)http://internet.e-mail -->,ham
,ham
This is a multi-part message in MIME format.,ham
"As seen on NBC, CBS, CNN, and even Oprah! The health discovery that actuallyreverses aging while burning fat, without dieting or exercise! This provendiscovery has even been reported on by the New England Journal of Medicine.Forget aging and dieting forever! And it's Guaranteed!",ham
"<HTML><PRE><BODY BGCOLOR=""#000000""></P><P ALIGN=CENTER><FONT COLOR=""#ffff00"" SIZE=3>** Adult Related Site, You must be 18 years of age to enter. **",ham
Further transmissions to you by the sender of this email may be stopped,ham
----------------------- Headers,ham
<html>,ham
"Guaranteed to increase, lift and firm your",ham
This is a multi-part message in MIME format.,spam
"<HTML><BODY bgcolor=3D""#FFFFFF"">",ham
"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">",ham
<html>,ham
,ham
"Date: Tuesday, July 9, 2002<br><br>",ham
<html>,ham
,ham
<HTML><HEAD><STYLE>,ham
<html>,spam
<HTML><HEAD><STYLE>,ham
This is a multi-part message in MIME format.,ham
,ham
Below is the result of your feedback form.  It was submitted by,ham
¤£¦n·N«ä¥´ÅÍ±z¡I¦pªG¥»¼s§i«H¹ï±z²£¥Í§xÂZ¡A¦b¦¹²`·P©êºp!!!½Ð¦h¨£½Ì!!ÁÂÁÂ!~~,ham
<HR>,ham
,ham
¤£¦n·N«ä¥´ÅÍ±z¡I¦pªG¥»¼s§i«H¹ï±z²£¥Í§xÂZ¡A¦b¦¹²`·P©êºp!!!½Ð¦h¨£½Ì!!ÁÂÁÂ!~~,ham
